param num_nodes_1 := 9;
param num_nodes_2 := 11;

set IJ :=
    1  1  
    1  2  
    1  3  
    1  4  
    1  5  
    1  6  
    1  7  
    1  8  
    1  9  
    1  10  
    1  11  
    2  1  
    2  2  
    2  3  
    2  4  
    2  5  
    2  6  
    2  7  
    2  8  
    2  9  
    2  10  
    2  11  
    3  1  
    3  2  
    3  3  
    3  4  
    3  5  
    3  6  
    3  7  
    3  8  
    3  9  
    3  10  
    3  11  
    4  1  
    4  2  
    4  3  
    4  4  
    4  5  
    4  6  
    4  7  
    4  8  
    4  9  
    4  10  
    4  11  
    5  1  
    5  2  
    5  3  
    5  4  
    5  5  
    5  6  
    5  7  
    5  8  
    5  9  
    5  10  
    5  11  
    6  1  
    6  2  
    6  3  
    6  4  
    6  5  
    6  6  
    6  7  
    6  8  
    6  9  
    6  10  
    6  11  
    7  1  
    7  2  
    7  3  
    7  4  
    7  5  
    7  6  
    7  7  
    7  8  
    7  9  
    7  10  
    7  11  
    8  1  
    8  2  
    8  3  
    8  4  
    8  5  
    8  6  
    8  7  
    8  8  
    8  9  
    8  10  
    8  11  
    9  1  
    9  2  
    9  3  
    9  4  
    9  5  
    9  6  
    9  7  
    9  8  
    9  9  
    9  10  
    9  11 ;

param: IJKL: list_1_i list_1_j list_1_k list_1_l :=
1	  1  1  2  4  
2	  1  2  2  3  
3	  1  4  2  6  
4	  1  4  2  7  
5	  1  5  2  6  
6	  1  6  2  8  
7	  1  7  2  8  
8	  1  7  2  10  
9	  1  9  2  10  
10	  1  10  2  11  
11	  2  1  9  4  
12	  2  2  9  3  
13	  2  4  9  6  
14	  2  4  9  7  
15	  2  5  9  6  
16	  2  6  9  8  
17	  2  7  9  8  
18	  2  7  9  10  
19	  2  9  9  10  
20	  2  10  9  11  
21	  3  1  4  4  
22	  3  2  4  3  
23	  3  4  4  6  
24	  3  4  4  7  
25	  3  5  4  6  
26	  3  6  4  8  
27	  3  7  4  8  
28	  3  7  4  10  
29	  3  9  4  10  
30	  3  10  4  11  
31	  3  1  5  4  
32	  3  2  5  3  
33	  3  4  5  6  
34	  3  4  5  7  
35	  3  5  5  6  
36	  3  6  5  8  
37	  3  7  5  8  
38	  3  7  5  10  
39	  3  9  5  10  
40	  3  10  5  11  
41	  5  1  6  4  
42	  5  2  6  3  
43	  5  4  6  6  
44	  5  4  6  7  
45	  5  5  6  6  
46	  5  6  6  8  
47	  5  7  6  8  
48	  5  7  6  10  
49	  5  9  6  10  
50	  5  10  6  11  
51	  6  1  7  4  
52	  6  2  7  3  
53	  6  4  7  6  
54	  6  4  7  7  
55	  6  5  7  6  
56	  6  6  7  8  
57	  6  7  7  8  
58	  6  7  7  10  
59	  6  9  7  10  
60	  6  10  7  11  
61	  7  1  9  4  
62	  7  2  9  3  
63	  7  4  9  6  
64	  7  4  9  7  
65	  7  5  9  6  
66	  7  6  9  8  
67	  7  7  9  8  
68	  7  7  9  10  
69	  7  9  9  10  
70	  7  10  9  11  
71	  8  1  9  4  
72	  8  2  9  3  
73	  8  4  9  6  
74	  8  4  9  7  
75	  8  5  9  6  
76	  8  6  9  8  
77	  8  7  9  8  
78	  8  7  9  10  
79	  8  9  9  10  
80	  8  10  9  11  ;

param: NOX: list_2_i list_2_j list_2_k list_2_l := 
1	 1  2  2  1 
2	 1  2  3  1 
3	 1  2  4  1 
4	 1  2  5  1 
5	 1  2  6  1 
6	 1  2  7  1 
7	 1  2  8  1 
8	 1  2  9  1 
9	 1  3  2  1 
10	 1  3  2  2 
11	 1  3  3  1 
12	 1  3  3  2 
13	 1  3  4  1 
14	 1  3  4  2 
15	 1  3  5  1 
16	 1  3  5  2 
17	 1  3  6  1 
18	 1  3  6  2 
19	 1  3  7  1 
20	 1  3  7  2 
21	 1  3  8  1 
22	 1  3  8  2 
23	 1  3  9  1 
24	 1  3  9  2 
25	 1  4  2  1 
26	 1  4  2  2 
27	 1  4  2  3 
28	 1  4  3  1 
29	 1  4  3  2 
30	 1  4  3  3 
31	 1  4  4  1 
32	 1  4  4  2 
33	 1  4  4  3 
34	 1  4  5  1 
35	 1  4  5  2 
36	 1  4  5  3 
37	 1  4  6  1 
38	 1  4  6  2 
39	 1  4  6  3 
40	 1  4  7  1 
41	 1  4  7  2 
42	 1  4  7  3 
43	 1  4  8  1 
44	 1  4  8  2 
45	 1  4  8  3 
46	 1  4  9  1 
47	 1  4  9  2 
48	 1  4  9  3 
49	 1  5  2  1 
50	 1  5  2  2 
51	 1  5  2  3 
52	 1  5  2  4 
53	 1  5  3  1 
54	 1  5  3  2 
55	 1  5  3  3 
56	 1  5  3  4 
57	 1  5  4  1 
58	 1  5  4  2 
59	 1  5  4  3 
60	 1  5  4  4 
61	 1  5  5  1 
62	 1  5  5  2 
63	 1  5  5  3 
64	 1  5  5  4 
65	 1  5  6  1 
66	 1  5  6  2 
67	 1  5  6  3 
68	 1  5  6  4 
69	 1  5  7  1 
70	 1  5  7  2 
71	 1  5  7  3 
72	 1  5  7  4 
73	 1  5  8  1 
74	 1  5  8  2 
75	 1  5  8  3 
76	 1  5  8  4 
77	 1  5  9  1 
78	 1  5  9  2 
79	 1  5  9  3 
80	 1  5  9  4 
81	 1  6  2  1 
82	 1  6  2  2 
83	 1  6  2  3 
84	 1  6  2  4 
85	 1  6  2  5 
86	 1  6  3  1 
87	 1  6  3  2 
88	 1  6  3  3 
89	 1  6  3  4 
90	 1  6  3  5 
91	 1  6  4  1 
92	 1  6  4  2 
93	 1  6  4  3 
94	 1  6  4  4 
95	 1  6  4  5 
96	 1  6  5  1 
97	 1  6  5  2 
98	 1  6  5  3 
99	 1  6  5  4 
100	 1  6  5  5 
101	 1  6  6  1 
102	 1  6  6  2 
103	 1  6  6  3 
104	 1  6  6  4 
105	 1  6  6  5 
106	 1  6  7  1 
107	 1  6  7  2 
108	 1  6  7  3 
109	 1  6  7  4 
110	 1  6  7  5 
111	 1  6  8  1 
112	 1  6  8  2 
113	 1  6  8  3 
114	 1  6  8  4 
115	 1  6  8  5 
116	 1  6  9  1 
117	 1  6  9  2 
118	 1  6  9  3 
119	 1  6  9  4 
120	 1  6  9  5 
121	 1  7  2  1 
122	 1  7  2  2 
123	 1  7  2  3 
124	 1  7  2  4 
125	 1  7  2  5 
126	 1  7  2  6 
127	 1  7  3  1 
128	 1  7  3  2 
129	 1  7  3  3 
130	 1  7  3  4 
131	 1  7  3  5 
132	 1  7  3  6 
133	 1  7  4  1 
134	 1  7  4  2 
135	 1  7  4  3 
136	 1  7  4  4 
137	 1  7  4  5 
138	 1  7  4  6 
139	 1  7  5  1 
140	 1  7  5  2 
141	 1  7  5  3 
142	 1  7  5  4 
143	 1  7  5  5 
144	 1  7  5  6 
145	 1  7  6  1 
146	 1  7  6  2 
147	 1  7  6  3 
148	 1  7  6  4 
149	 1  7  6  5 
150	 1  7  6  6 
151	 1  7  7  1 
152	 1  7  7  2 
153	 1  7  7  3 
154	 1  7  7  4 
155	 1  7  7  5 
156	 1  7  7  6 
157	 1  7  8  1 
158	 1  7  8  2 
159	 1  7  8  3 
160	 1  7  8  4 
161	 1  7  8  5 
162	 1  7  8  6 
163	 1  7  9  1 
164	 1  7  9  2 
165	 1  7  9  3 
166	 1  7  9  4 
167	 1  7  9  5 
168	 1  7  9  6 
169	 1  8  2  1 
170	 1  8  2  2 
171	 1  8  2  3 
172	 1  8  2  4 
173	 1  8  2  5 
174	 1  8  2  6 
175	 1  8  2  7 
176	 1  8  3  1 
177	 1  8  3  2 
178	 1  8  3  3 
179	 1  8  3  4 
180	 1  8  3  5 
181	 1  8  3  6 
182	 1  8  3  7 
183	 1  8  4  1 
184	 1  8  4  2 
185	 1  8  4  3 
186	 1  8  4  4 
187	 1  8  4  5 
188	 1  8  4  6 
189	 1  8  4  7 
190	 1  8  5  1 
191	 1  8  5  2 
192	 1  8  5  3 
193	 1  8  5  4 
194	 1  8  5  5 
195	 1  8  5  6 
196	 1  8  5  7 
197	 1  8  6  1 
198	 1  8  6  2 
199	 1  8  6  3 
200	 1  8  6  4 
201	 1  8  6  5 
202	 1  8  6  6 
203	 1  8  6  7 
204	 1  8  7  1 
205	 1  8  7  2 
206	 1  8  7  3 
207	 1  8  7  4 
208	 1  8  7  5 
209	 1  8  7  6 
210	 1  8  7  7 
211	 1  8  8  1 
212	 1  8  8  2 
213	 1  8  8  3 
214	 1  8  8  4 
215	 1  8  8  5 
216	 1  8  8  6 
217	 1  8  8  7 
218	 1  8  9  1 
219	 1  8  9  2 
220	 1  8  9  3 
221	 1  8  9  4 
222	 1  8  9  5 
223	 1  8  9  6 
224	 1  8  9  7 
225	 1  9  2  1 
226	 1  9  2  2 
227	 1  9  2  3 
228	 1  9  2  4 
229	 1  9  2  5 
230	 1  9  2  6 
231	 1  9  2  7 
232	 1  9  2  8 
233	 1  9  3  1 
234	 1  9  3  2 
235	 1  9  3  3 
236	 1  9  3  4 
237	 1  9  3  5 
238	 1  9  3  6 
239	 1  9  3  7 
240	 1  9  3  8 
241	 1  9  4  1 
242	 1  9  4  2 
243	 1  9  4  3 
244	 1  9  4  4 
245	 1  9  4  5 
246	 1  9  4  6 
247	 1  9  4  7 
248	 1  9  4  8 
249	 1  9  5  1 
250	 1  9  5  2 
251	 1  9  5  3 
252	 1  9  5  4 
253	 1  9  5  5 
254	 1  9  5  6 
255	 1  9  5  7 
256	 1  9  5  8 
257	 1  9  6  1 
258	 1  9  6  2 
259	 1  9  6  3 
260	 1  9  6  4 
261	 1  9  6  5 
262	 1  9  6  6 
263	 1  9  6  7 
264	 1  9  6  8 
265	 1  9  7  1 
266	 1  9  7  2 
267	 1  9  7  3 
268	 1  9  7  4 
269	 1  9  7  5 
270	 1  9  7  6 
271	 1  9  7  7 
272	 1  9  7  8 
273	 1  9  8  1 
274	 1  9  8  2 
275	 1  9  8  3 
276	 1  9  8  4 
277	 1  9  8  5 
278	 1  9  8  6 
279	 1  9  8  7 
280	 1  9  8  8 
281	 1  9  9  1 
282	 1  9  9  2 
283	 1  9  9  3 
284	 1  9  9  4 
285	 1  9  9  5 
286	 1  9  9  6 
287	 1  9  9  7 
288	 1  9  9  8 
289	 1  10  2  1 
290	 1  10  2  2 
291	 1  10  2  3 
292	 1  10  2  4 
293	 1  10  2  5 
294	 1  10  2  6 
295	 1  10  2  7 
296	 1  10  2  8 
297	 1  10  2  9 
298	 1  10  3  1 
299	 1  10  3  2 
300	 1  10  3  3 
301	 1  10  3  4 
302	 1  10  3  5 
303	 1  10  3  6 
304	 1  10  3  7 
305	 1  10  3  8 
306	 1  10  3  9 
307	 1  10  4  1 
308	 1  10  4  2 
309	 1  10  4  3 
310	 1  10  4  4 
311	 1  10  4  5 
312	 1  10  4  6 
313	 1  10  4  7 
314	 1  10  4  8 
315	 1  10  4  9 
316	 1  10  5  1 
317	 1  10  5  2 
318	 1  10  5  3 
319	 1  10  5  4 
320	 1  10  5  5 
321	 1  10  5  6 
322	 1  10  5  7 
323	 1  10  5  8 
324	 1  10  5  9 
325	 1  10  6  1 
326	 1  10  6  2 
327	 1  10  6  3 
328	 1  10  6  4 
329	 1  10  6  5 
330	 1  10  6  6 
331	 1  10  6  7 
332	 1  10  6  8 
333	 1  10  6  9 
334	 1  10  7  1 
335	 1  10  7  2 
336	 1  10  7  3 
337	 1  10  7  4 
338	 1  10  7  5 
339	 1  10  7  6 
340	 1  10  7  7 
341	 1  10  7  8 
342	 1  10  7  9 
343	 1  10  8  1 
344	 1  10  8  2 
345	 1  10  8  3 
346	 1  10  8  4 
347	 1  10  8  5 
348	 1  10  8  6 
349	 1  10  8  7 
350	 1  10  8  8 
351	 1  10  8  9 
352	 1  10  9  1 
353	 1  10  9  2 
354	 1  10  9  3 
355	 1  10  9  4 
356	 1  10  9  5 
357	 1  10  9  6 
358	 1  10  9  7 
359	 1  10  9  8 
360	 1  10  9  9 
361	 1  11  2  1 
362	 1  11  2  2 
363	 1  11  2  3 
364	 1  11  2  4 
365	 1  11  2  5 
366	 1  11  2  6 
367	 1  11  2  7 
368	 1  11  2  8 
369	 1  11  2  9 
370	 1  11  2  10 
371	 1  11  3  1 
372	 1  11  3  2 
373	 1  11  3  3 
374	 1  11  3  4 
375	 1  11  3  5 
376	 1  11  3  6 
377	 1  11  3  7 
378	 1  11  3  8 
379	 1  11  3  9 
380	 1  11  3  10 
381	 1  11  4  1 
382	 1  11  4  2 
383	 1  11  4  3 
384	 1  11  4  4 
385	 1  11  4  5 
386	 1  11  4  6 
387	 1  11  4  7 
388	 1  11  4  8 
389	 1  11  4  9 
390	 1  11  4  10 
391	 1  11  5  1 
392	 1  11  5  2 
393	 1  11  5  3 
394	 1  11  5  4 
395	 1  11  5  5 
396	 1  11  5  6 
397	 1  11  5  7 
398	 1  11  5  8 
399	 1  11  5  9 
400	 1  11  5  10 
401	 1  11  6  1 
402	 1  11  6  2 
403	 1  11  6  3 
404	 1  11  6  4 
405	 1  11  6  5 
406	 1  11  6  6 
407	 1  11  6  7 
408	 1  11  6  8 
